id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,landMark
291,Madison St & Montgomery St,0,0,40.713126,-73.984844,Not In Service,3,0,Madison St & Montgomery St,,,,,,false,,
293,Lafayette St & E 8 St,29,55,40.73028666,-73.9907647,In Service,1,22,Lafayette St & E 8 St,,,,,,false,,
294,Washington Square E,15,31,40.73049393,-73.9957214,In Service,1,14,Washington Square E,,,,,,false,,
295,Pike St & E Broadway,22,24,40.71406667,-73.99293911,In Service,1,2,Pike St & E Broadway,,,,,,false,,
296,Division St & Bowery,7,35,40.71413089,-73.9970468,In Service,1,27,Division St & Bowery,,,,,,false,,
297,E 15 St & 3 Ave,20,27,40.734232,-73.986923,In Service,1,2,E 15 St & 3 Ave,,,,,,false,,
298,3 Ave & Schermerhorn St,25,35,40.68683208,-73.9796772,In Service,1,10,3 Ave & Schermerhorn St,,,,,,false,,
300,Shevchenko Pl & E 7 St,38,55,40.728145,-73.990214,In Service,1,14,Shevchenko Pl & E 7 St,,,,,,false,,
301,E 2 St & Avenue B,32,37,40.72217444,-73.98368779,In Service,1,5,E 2 St & Avenue B,,,,,,false,,
302,Avenue D & E 3 St,19,23,40.72082834,-73.97793172,In Service,1,4,Avenue D & E 3 St,,,,,,false,,
303,Mercer St & Spring St,6,31,40.72362738,-73.99949601,In Service,1,24,Mercer St & Spring St,,,,,,false,,
304,Broadway & Battery Pl,15,36,40.70463334,-74.01361706,In Service,1,20,Broadway & Battery Pl,,,,,,false,,
305,E 58 St & 3 Ave,27,33,40.76095756,-73.96724467,In Service,1,4,E 58 St & 3 Ave,,,,,,false,,
306,Cliff St & Fulton St,33,37,40.70823502,-74.00530063,In Service,1,1,Cliff St & Fulton St,,,,,,false,,
307,Canal St & Rutgers St,29,31,40.71427487,-73.98990025,In Service,1,1,Canal St & Rutgers St,,,,,,false,,
308,St James Pl & Oliver St,11,27,40.71307916,-73.99851193,In Service,1,16,St James Pl & Oliver St,,,,,,false,,
309,Murray St & West St,41,41,40.7149787,-74.013012,Not In Service,3,0,Murray St & West St,,,,,,false,,
310,State St & Smith St,19,36,40.68926942,-73.98912867,In Service,1,17,State St & Smith St,,,,,,false,,
311,Norfolk St & Broome St,21,31,40.7172274,-73.98802084,In Service,1,9,Norfolk St & Broome St,,,,,,false,,
312,Allen St & E Houston St,25,31,40.722055,-73.989111,In Service,1,6,Allen St & E Houston St,,,,,,false,,
313,Washington Ave & Park Ave,2,23,40.69610226,-73.96751037,Not In Service,3,20,Washington Ave & Park Ave,,,,,,false,,
314,Cadman Plaza West & Montague St,37,39,40.69383,-73.990539,In Service,1,2,Cadman Plaza West & Montague St,,,,,,false,,
315,South St & Gouverneur Ln,17,29,40.70355377,-74.00670227,In Service,1,8,South St & Gouverneur Ln,,,,,,false,,
316,Fulton St & William St,42,43,40.70955958,-74.00653609,In Service,1,1,Fulton St & William St,,,,,,false,,
317,E 6 St & Avenue B,27,27,40.72453734,-73.98185424,Not In Service,3,0,E 6 St & Avenue B,,,,,,false,,
318,E 43 St & Vanderbilt Ave,24,31,40.75320159,-73.9779874,In Service,1,2,E 43 St & Vanderbilt Ave,,,,,,false,,
320,Leonard St & Church St,37,39,40.717571,-74.005549,In Service,1,2,Leonard St & Church St,,,,,,false,,
321,Cadman Plaza E & Red Cross Pl,23,27,40.69991755,-73.98971773,In Service,1,3,Cadman Plaza E & Red Cross Pl,,,,,,false,,
322,Clinton St & Tillary St,22,31,40.696192,-73.991218,In Service,1,7,Clinton St & Tillary St,,,,,,false,,
323,Lawrence St & Willoughby St,9,39,40.69236178,-73.98631746,In Service,1,30,Lawrence St & Willoughby St,,,,,,false,,
324,DeKalb Ave & Hudson Ave,22,51,40.689888,-73.981013,In Service,1,29,DeKalb Ave & Hudson Ave,,,,,,false,,
325,E 19 St & 3 Ave,31,35,40.73624527,-73.98473765,In Service,1,3,E 19 St & 3 Ave,,,,,,false,,
326,E 11 St & 1 Ave,25,27,40.72953837,-73.98426726,In Service,1,1,E 11 St & 1 Ave,,,,,,false,,
327,Vesey Pl & River Terrace,30,39,40.7153379,-74.01658354,In Service,1,8,Vesey Pl & River Terrace,,,,,,false,,
328,Watts St & Greenwich St,17,23,40.72405549,-74.00965965,In Service,1,4,Watts St & Greenwich St,,,,,,false,,
329,Greenwich St & N Moore St,29,31,40.72043411,-74.01020609,In Service,1,2,Greenwich St & N Moore St,,,,,,false,,
330,Reade St & Broadway,38,39,40.71450451,-74.00562789,In Service,1,1,Reade St & Broadway,,,,,,false,,
331,Pike St & Monroe St,26,27,40.71173107,-73.99193043,In Service,1,0,Pike St & Monroe St,,,,,,false,,
332,Cherry St,13,24,40.71219906,-73.97948148,In Service,1,11,Cherry St,,,,,,false,,
334,W 20 St & 7 Ave,24,31,40.74238787,-73.99726235,In Service,1,7,W 20 St & 7 Ave,,,,,,false,,
335,Washington Pl & Broadway,3,27,40.72903917,-73.99404649,In Service,1,23,Washington Pl & Broadway,,,,,,false,,
336,Sullivan St & Washington Sq,8,36,40.73047747,-73.99906065,In Service,1,24,Sullivan St & Washington Sq,,,,,,false,,
337,Old Slip & Front St,29,37,40.7037992,-74.00838676,In Service,1,8,Old Slip & Front St,,,,,,false,,
339,Avenue D & E 12 St,10,24,40.72580614,-73.97422494,In Service,1,14,Avenue D & E 12 St,,,,,,false,,
340,Madison St & Clinton St,24,27,40.71269042,-73.98776323,In Service,1,2,Madison St & Clinton St,,,,,,false,,
341,Stanton St & Mangin St,13,19,40.71782143,-73.97628939,In Service,1,5,Stanton St & Mangin St,,,,,,false,,
342,Columbia St & Rivington St,17,29,40.71739973,-73.98016555,In Service,1,11,Columbia St & Rivington St,,,,,,false,,
343,Clinton Ave & Flushing Ave,4,23,40.69794,-73.96986848,In Service,1,18,Clinton Ave & Flushing Ave,,,,,,false,,
344,Monroe St & Bedford Ave,22,23,40.6851443,-73.95380904,In Service,1,0,Monroe St & Bedford Ave,,,,,,false,,
345,W 13 St & 6 Ave,15,35,40.73649403,-73.99704374,In Service,1,18,W 13 St & 6 Ave,,,,,,false,,
346,Bank St & Hudson St,25,27,40.73652889,-74.00618026,In Service,1,1,Bank St & Hudson St,,,,,,false,,
347,W Houston St & Hudson St,32,35,40.72873888,-74.00748842,In Service,1,1,W Houston St & Hudson St,,,,,,false,,
348,W Broadway & Spring St,10,42,40.72490985,-74.00154702,In Service,1,30,W Broadway & Spring St,,,,,,false,,
349,Rivington St & Ridge St,19,23,40.71850211,-73.98329859,In Service,1,4,Rivington St & Ridge St,,,,,,false,,
350,Clinton St & Grand St,15,28,40.71559509,-73.9870295,In Service,1,11,Clinton St & Grand St,,,,,,false,,
351,Front St & Maiden Ln,36,39,40.70530954,-74.00612572,In Service,1,3,Front St & Maiden Ln,,,,,,false,,
352,W 56 St & 6 Ave,33,36,40.76340613,-73.97722479,In Service,1,3,W 56 St & 6 Ave,,,,,,false,,
353,S Portland Ave & Hanson Pl,24,27,40.68539567,-73.97431458,In Service,1,3,S Portland Ave & Hanson Pl,,,,,,false,,
354,Emerson Pl & Myrtle Ave,18,23,40.69363137,-73.96223558,In Service,1,5,Emerson Pl & Myrtle Ave,,,,,,false,,
355,Bayard St & Baxter St,32,43,40.71602118,-73.99974372,In Service,1,9,Bayard St & Baxter St,,,,,,false,,
356,Bialystoker Pl & Delancey St,22,23,40.71622644,-73.98261206,In Service,1,1,Bialystoker Pl & Delancey St,,,,,,false,,
357,E 11 St & Broadway,24,27,40.73261787,-73.99158043,In Service,1,1,E 11 St & Broadway,,,,,,false,,
358,Christopher St & Greenwich St,25,36,40.73291553,-74.00711384,In Service,1,8,Christopher St & Greenwich St,,,,,,false,,
359,E 47 St & Park Ave,53,55,40.75510267,-73.97498696,In Service,1,1,E 47 St & Park Ave,,,,,,false,,
360,William St & Pine St,39,39,40.70717936,-74.00887308,In Service,1,0,William St & Pine St,,,,,,false,,
361,Allen St & Hester St,40,43,40.71605866,-73.99190759,In Service,1,3,Allen St & Hester St,,,,,,false,,
362,Broadway & W 37 St,45,57,40.75172632,-73.98753523,In Service,1,12,Broadway & W 37 St,,,,,,false,,
363,West Thames St,44,49,40.70834698,-74.01713445,In Service,1,4,West Thames St,,,,,,false,,
364,Lafayette Ave & Classon Ave,20,27,40.68900443,-73.96023854,In Service,1,5,Lafayette Ave & Classon Ave,,,,,,false,,
365,Fulton St & Grand Ave,12,31,40.68223166,-73.9614583,In Service,1,18,Fulton St & Grand Ave,,,,,,false,,
366,Clinton Ave & Myrtle Ave,30,33,40.693261,-73.968896,In Service,1,0,Clinton Ave & Myrtle Ave,,,,,,false,,
367,E 53 St & Lexington Ave,31,34,40.75828065,-73.97069431,In Service,1,2,E 53 St & Lexington Ave,,,,,,false,,
368,Carmine St & 6 Ave,3,39,40.73038599,-74.00214988,In Service,1,33,Carmine St & 6 Ave,,,,,,false,,
369,Washington Pl & 6 Ave,20,35,40.73224119,-74.00026394,In Service,1,15,Washington Pl & 6 Ave,,,,,,false,,
372,Franklin Ave & Myrtle Ave,21,27,40.694528,-73.958089,In Service,1,2,Franklin Ave & Myrtle Ave,,,,,,false,,
373,Willoughby Ave & Walworth St,17,19,40.69331716,-73.95381995,In Service,1,2,Willoughby Ave & Walworth St,,,,,,false,,
375,Mercer St & Bleecker St,2,30,40.72679454,-73.99695094,In Service,1,26,Mercer St & Bleecker St,,,,,,false,,
376,John St & William St,41,43,40.70862144,-74.00722156,In Service,1,1,John St & William St,,,,,,false,,
377,6 Ave & Canal St,44,47,40.72243797,-74.00566443,In Service,1,2,6 Ave & Canal St,,,,,,false,,
379,W 31 St & 7 Ave,27,42,40.749156,-73.9916,In Service,1,15,W 31 St & 7 Ave,,,,,,false,,
380,W 4 St & 7 Ave S,17,39,40.73401143,-74.00293877,In Service,1,19,W 4 St & 7 Ave S,,,,,,false,,
382,University Pl & E 14 St,13,36,40.73492695,-73.99200509,In Service,1,21,University Pl & E 14 St,,,,,,false,,
383,Greenwich Ave & Charles St,7,39,40.735238,-74.000271,In Service,1,29,Greenwich Ave & Charles St,,,,,,false,,
385,E 55 St & 2 Ave,28,29,40.75797322,-73.96603308,In Service,1,1,E 55 St & 2 Ave,,,,,,false,,
386,Centre St & Worth St,36,43,40.71494807,-74.00234482,In Service,1,6,Centre St & Worth St,,,,,,false,,
387,Centre St & Chambers St,18,39,40.71273266,-74.0046073,In Service,1,19,Centre St & Chambers St,,,,,,false,,
388,W 26 St & 10 Ave,5,35,40.74971775,-74.00295035,In Service,1,28,W 26 St & 10 Ave,,,,,,false,,
389,Broadway & Berry St,21,27,40.71044554,-73.96525063,In Service,1,6,Broadway & Berry St,,,,,,false,,
390,Duffield St & Willoughby St,28,31,40.69221589,-73.9842844,In Service,1,3,Duffield St & Willoughby St,,,,,,false,,
391,Clark St & Henry St,16,31,40.69760127,-73.99344559,In Service,1,15,Clark St & Henry St,,,,,,false,,
392,Jay St & Tech Pl,8,32,40.695065,-73.987167,In Service,1,23,Jay St & Tech Pl,,,,,,false,,
393,E 5 St & Avenue C,22,31,40.72299208,-73.97995466,In Service,1,6,E 5 St & Avenue C,,,,,,false,,
394,E 9 St & Avenue C,30,32,40.72521311,-73.97768752,In Service,1,2,E 9 St & Avenue C,,,,,,false,,
395,Bond St & Schermerhorn St,20,30,40.68807003,-73.98410637,In Service,1,10,Bond St & Schermerhorn St,,,,,,false,,
396,Lefferts Pl & Franklin Ave,19,25,40.68034242,-73.95576894,In Service,1,4,Lefferts Pl & Franklin Ave,,,,,,false,,
397,Fulton St & Clermont Ave,23,27,40.68415748,-73.96922273,In Service,1,4,Fulton St & Clermont Ave,,,,,,false,,
398,Atlantic Ave & Furman St,6,31,40.69165183,-73.9999786,In Service,1,24,Atlantic Ave & Furman St,,,,,,false,,
399,Lafayette Ave & St James Pl,22,27,40.68851534,-73.9647628,In Service,1,4,Lafayette Ave & St James Pl,,,,,,false,,
400,Pitt St & Stanton St,13,15,40.71926081,-73.98178024,In Service,1,2,Pitt St & Stanton St,,,,,,false,,
401,Allen St & Rivington St,27,42,40.72019576,-73.98997825,In Service,1,15,Allen St & Rivington St,,,,,,false,,
402,Broadway & E 22 St,30,42,40.7403432,-73.98955109,In Service,1,9,Broadway & E 22 St,,,,,,false,,
403,E 2 St & 2 Ave,9,31,40.72502876,-73.99069656,In Service,1,21,E 2 St & 2 Ave,,,,,,false,,
404,9 Ave & W 14 St,12,39,40.7405826,-74.00550867,In Service,1,27,9 Ave & W 14 St,,,,,,false,,
405,Washington St & Gansevoort St,17,40,40.739323,-74.008119,In Service,1,23,Washington St & Gansevoort St,,,,,,false,,
406,Hicks St & Montague St,33,33,40.69512845,-73.99595065,Not In Service,3,0,Hicks St & Montague St,,,,,,false,,
407,Henry St & Poplar St,42,43,40.700469,-73.991454,In Service,1,1,Henry St & Poplar St,,,,,,false,,
408,Market St & Cherry St,13,23,40.71076228,-73.99400398,In Service,1,10,Market St & Cherry St,,,,,,false,,
409,DeKalb Ave & Skillman St,19,19,40.6906495,-73.95643107,Not In Service,3,0,DeKalb Ave & Skillman St,,,,,,false,,
410,Suffolk St & Stanton St,31,35,40.72066442,-73.98517977,In Service,1,2,Suffolk St & Stanton St,,,,,,false,,
411,E 6 St & Avenue D,6,23,40.72228087,-73.97668709,In Service,1,14,E 6 St & Avenue D,,,,,,false,,
412,Forsyth St & Canal St,17,29,40.7158155,-73.99422366,In Service,1,12,Forsyth St & Canal St,,,,,,false,,
414,Pearl St & Anchorage Pl,9,24,40.70281858,-73.98765762,In Service,1,15,Pearl St & Anchorage Pl,,,,,,false,,
415,Pearl St & Hanover Square,36,42,40.7047177,-74.00926027,In Service,1,6,Pearl St & Hanover Square,,,,,,false,,
416,Cumberland St & Lafayette Ave,20,31,40.68753406,-73.97265183,In Service,1,11,Cumberland St & Lafayette Ave,,,,,,false,,
417,Barclay St & Church St,7,23,40.71291224,-74.01020234,In Service,1,15,Barclay St & Church St,,,,,,false,,
418,Front St & Gold St,15,23,40.70224,-73.982578,In Service,1,7,Front St & Gold St,,,,,,false,,
419,Carlton Ave & Park Ave,17,23,40.69580705,-73.97355569,In Service,1,5,Carlton Ave & Park Ave,,,,,,false,,
420,Clermont Ave & Lafayette Ave,15,23,40.68764484,-73.96968902,In Service,1,8,Clermont Ave & Lafayette Ave,,,,,,false,,
421,Clermont Ave & Park Ave,10,19,40.69573398,-73.97129668,In Service,1,8,Clermont Ave & Park Ave,,,,,,false,,
422,W 59 St & 10 Ave,34,55,40.770513,-73.988038,In Service,1,20,W 59 St & 10 Ave,,,,,,false,,
423,W 54 St & 9 Ave,37,39,40.76584941,-73.98690506,In Service,1,2,W 54 St & 9 Ave,,,,,,false,,
426,West St & Chambers St,9,31,40.71754834,-74.01322069,In Service,1,17,West St & Chambers St,,,,,,false,,
427,Bus Slip & State St,37,47,40.701907,-74.013942,In Service,1,10,Bus Slip & State St,,,,,,false,,
428,E 3 St & 1 Ave,27,31,40.72467721,-73.98783413,In Service,1,0,E 3 St & 1 Ave,,,,,,false,,
430,York St & Jay St,9,27,40.7014851,-73.98656928,In Service,1,17,York St & Jay St,,,,,,false,,
431,Hanover Pl & Livingston St,25,30,40.68864636,-73.98263429,In Service,1,5,Hanover Pl & Livingston St,,,,,,false,,
432,E 7 St & Avenue A,27,31,40.72621788,-73.98379855,In Service,1,2,E 7 St & Avenue A,,,,,,false,,
433,E 13 St & Avenue A,34,39,40.72955361,-73.98057249,In Service,1,1,E 13 St & Avenue A,,,,,,false,,
434,9 Ave & W 18 St,6,27,40.74317449,-74.00366443,In Service,1,21,9 Ave & W 18 St,,,,,,false,,
435,W 21 St & 6 Ave,27,47,40.74173969,-73.99415556,In Service,1,19,W 21 St & 6 Ave,,,,,,false,,
436,Hancock St & Bedford Ave,23,27,40.68216564,-73.95399026,In Service,1,4,Hancock St & Bedford Ave,,,,,,false,,
437,Macon St & Nostrand Ave,15,24,40.68098339,-73.95004798,In Service,1,9,Macon St & Nostrand Ave,,,,,,false,,
438,St Marks Pl & 1 Ave,24,27,40.72779126,-73.98564945,In Service,1,2,St Marks Pl & 1 Ave,,,,,,false,,
439,E 4 St & 2 Ave,23,38,40.7262807,-73.98978041,In Service,1,14,E 4 St & 2 Ave,,,,,,false,,
440,E 45 St & 3 Ave,31,32,40.75255434,-73.97282625,In Service,1,0,E 45 St & 3 Ave,,,,,,false,,
441,E 52 St & 2 Ave,35,35,40.756014,-73.967416,In Service,1,0,E 52 St & 2 Ave,,,,,,false,,
442,W 27 St & 7 Ave,39,51,40.746647,-73.993915,In Service,1,10,W 27 St & 7 Ave,,,,,,false,,
443,Bedford Ave & S 9th St,18,23,40.70853074,-73.96408963,In Service,1,5,Bedford Ave & S 9th St,,,,,,false,,
444,Broadway & W 24 St,52,52,40.7423543,-73.98915076,In Service,1,0,Broadway & W 24 St,,,,,,false,,
445,E 10 St & Avenue A,31,42,40.72740794,-73.98142006,In Service,1,11,E 10 St & Avenue A,,,,,,false,,
446,W 24 St & 7 Ave,27,39,40.74487634,-73.99529885,In Service,1,4,W 24 St & 7 Ave,,,,,,false,,
447,8 Ave & W 52 St,27,31,40.76370739,-73.9851615,In Service,1,2,8 Ave & W 52 St,,,,,,false,,
448,W 37 St & 10 Ave,15,31,40.75660359,-73.9979009,In Service,1,15,W 37 St & 10 Ave,,,,,,false,,
449,W 52 St & 9 Ave,29,31,40.76461837,-73.98789473,In Service,1,0,W 52 St & 9 Ave,,,,,,false,,
450,W 49 St & 8 Ave,59,59,40.76227205,-73.98788205,In Service,1,0,W 49 St & 8 Ave,,,,,,false,,
453,W 22 St & 8 Ave,3,39,40.74475148,-73.99915362,In Service,1,31,W 22 St & 8 Ave,,,,,,false,,
454,E 51 St & 1 Ave,34,35,40.75455731,-73.96592976,In Service,1,1,E 51 St & 1 Ave,,,,,,false,,
